Title,Year,Language,Day1_collection_cr,Production Company,Release Date,Genre,Director,Runtime (min),trailer_title,channel_name,video_id,published_at,viewCount,likeCount,commentCount,comments_collected,avg_sentiment,median_sentiment,Production_House_Score_Raw,Production_House_Score,Director_Score_Raw,Director_Score
Aap Jaisa Koi,2025,Hindi,0.92,Dharma Productions,11-07-2025,"Romance, Comedy",Vivek Soni,115,Ovu5FepCzcc,"Aap Jaisa Koi (Film Version) An Action Hero |Ayushmann Khurrana Malaika |Tanishk, Zahrah S K, Yash N",T-Series,2022-12-11,55460571,158664,3078,50,0.5415,0.6634,9.3215,42.23639277527201,8.663776988636364,15.630749131525878
Stree,2018,Hindi,6.82,Radio Sound Pictures,31-08-2018,"Horror, Comedy",Saki,128,KVnheXywIbY,Stree 2 | Official Trailer | Shraddha K | Rajkummar R | Pankaj T | Dinesh V | Amar K | 15th Aug 2024,Maddock Films,2024-07-18,70397104,668788,22560,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Raees,2017,Hindi,143.1433,Ballet Pictures,25-01-2017,"Thriller, Action, Crime",Qaisar Sabhai,143,J7_1MU3gDk0,Shah Rukh Khan In & As Raees | Trailer | Releasing 25 Jan,Red Chillies Entertainment,2016-12-07,77269966,624844,53102,50,0.3573,0.47295,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Dange,2024,Hindi,0.15,"T-Series Super Cassettes Industries Ltd., Getaway Pictures, Roox Media",01-03-2024,"Action, Drama",Bejoy Nambiar,150,obBcRhl57Zg,"Danger - Param Sundari | Sidharth M, Janhvi K | Sachin-Jigar, Vishal Dadlani, Parvati M, Amitabh B",Universal Music India,2025-08-21,31552798,134358,4738,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Ek Chatur Naar,2025,Hindi,0.5,Drama Company,12-09-2025,Thriller,Sumit Roy King,134,lGfTQ-YFjIE,Ek Chatur Naar Badi Hoshiyaar - Kishore Kumar & Manna Dey's Superhit Song - R D Burman Songs,Bollywood Classics,2013-10-17,135531271,892348,23721,50,0.5665,0.66745,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Satyaprem Ki Katha,2023,Hindi,9.25,"Nadiadwala Grandson Entertainment, Namah Pictures",29-06-2023,"Romance, Comedy",Sameer Vidwans,146,My8lCL4lDlw,Kiara Advani and Kartik Aaryan's HEARTBREAKING ARGUMENT Ã°ÂÂÂ | Satyaprem Ki Katha | #primevideoindia,Prime Video India,2025-06-19,286641,7675,22,0,,,13.258666666666667,64.60045577187063,8.663776988636364,15.630749131525878
Demons,2022,Hindi,10.43,Humara Movie,07-05-2022,Drama,Rohit Mittal,96,CozF0qGDlL4,"Demon - Official Trailer | Sachin, Aparnathi | Ramesh Pazhaniivel | R.Somasundaram | Ronnie Raphael",Tips Tamil,2023-08-16,819886,13791,83,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
14 Phere,2021,Hindi,112.1123,Zee Studios,23-07-2021,"Romance, Comedy",Devanshu Singh,112,N7leKlYUVqQ,14 Phere | Official Trailer | A ZEE5 Original Film | Watch Now on ZEE5,ZEE5,2021-07-12,23957141,140940,2734,50,0.549,0.62465,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Crew,2024,Hindi,10.28,"Balaji Motion Pictures, Anil Kapoor Films Company",29-03-2024,"Comedy, Drama",Rajesh Krishnan,123,P-qozw4K87s,"Crew | Teaser | Tabu, Kareena Kapoor Khan, Kriti Sanon, Diljit Dosanjh, Kapil Sharma | March 29",balajimotionpictures,2024-02-24,20702603,195819,9508,50,0.7371,0.86835,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Sui Dhaaga - Made in India,2018,Hindi,8.3,Yash Raj Films,28-09-2018,"Comedy, Drama, Family",Sharat Katariya,150,gXH0YXhq0tA,Sui Dhaaga - Made in India | Official Trailer | Varun Dhawan | Anushka Sharma | Releasing 28th Sept,Bekaar Studios,2018-06-01,36,0,0,0,,,19.490714285714287,100.0,8.663776988636364,15.630749131525878
Attack,2022,Hindi,3.51,"JA Entertainment, Pen Studios, Ajay Kapoor Productions",01-04-2022,"Action, Science Fiction, Thriller",Lakshya Raj Anand,123,r0-8FqkBaSU,"Agent Ching Attacks | Official Trailer | Atlee & Ranveer Singh | Sreeleela, Bobby Deol  Ã°ÂÂÂ¥Ã°ÂÂÂ¥Ã°ÂÂÂ¥",Ching's Secret,2025-10-18,114286671,471602,12630,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Trapped,2017,Hindi,0.26,Indian Art Prod,17-03-2017,"Social, Thriller",M Bhavnani,105,hJiPAJKjUVg,Trap | Official Trailer,Warner Bros.,2024-04-18,28315996,129394,9277,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Dear Maya,2017,Hindi,0.13,"Waves Cinemas, Bake My Cake Film Production",02-06-2017,Drama,Sunaina Bhatnagar,131,1QtvC6jlRO8,Dear Maya | Official Trailer | Manisha Koirala | Releases on 2nd June,Solo Turtle,2017-05-04,7815931,66564,1895,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
JugJugg Jeeyo,2022,Hindi,9.28,"Dharma Productions, Viacom 18 Motion Pictures",24-06-2022,"Comedy, Family",Raj Mehta,148,z6ZedPiTEv0,JUGJUGG JEEYO - OFFICAL TRAILER | Varun Dhawan Kiara Advani Anil Kapoor Neetu Kapoor | Raj Mehta,Viacom18 Studios,2022-05-22,10685449,186808,8584,50,0.325,0.4588,9.3215,42.23639277527201,8.663776988636364,15.630749131525878
Chakki,2022,Hindi,0.02,"Natraj, Milcent, Haystar, and Mycrofine",07-10-2022,"Comedy, Drama",Satish Munda,138,BDSa0JhIUMI,CHUCKY Trailer (2021),ONE Media,2021-07-25,3915500,59983,3366,50,0.1781,0.27115,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Chandu Champion,2024,Hindi,4.25,"Nadiadwala Grandson Entertainment, Kabir Khan Films",14-06-2024,"Biographical, Sports",Kabir Khan,143,IHQQK_Wn5DM,Chandu Champion | Official Trailer | Kartik Aaryan | Sajid Nadiadwala | Kabir Khan | 14th June 2024,NadiadwalaGrandson,2024-05-18,47862564,459769,12548,50,0.4873,0.6652,13.258666666666667,64.60045577187063,12.68,24.960315923961442
Band of Maharajas,2024,Hindi,4.7,Clapstem Entertainment,06-12-2024,"Drama, Music",Girish Malik,124,Otcr-vRuaQs,"Maharaja | Official Trailer | Vijay Sethupathi, Anurag Kashyap, Mamta Mohandas",Netflix India,2024-07-08,3749294,26954,1414,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Gyanvapi Files: A Tailor's Murder Story,2025,Hindi,0.3,"Altair Media, Jani Firefox Films, Luciole Production",11-07-2025,"Crime, Drama",Bharat S Shrinate,123,77FARbgHDg4,UDAIPUR FILES KANHAIYA LAL MURDER TRAILER | AMIT JANI | BHARAT S. SHRINATE,Jani Firefox Films,2025-06-23,5271564,57550,8809,50,0.4226,0.42425,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Josef - Born in Grace,2019,Hindi,0.01,UA Kathachitra,11-01-2019,Drama,Susant Misra,100,9SBuEA30ErI,JOSEF - BORN IN GRACE | Victor Banerjee | Subrat Dutta | Director Susant Misra | December 9 Release!,UA Kathachitra,2022-12-01,14066,144,3,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Koi Jaane Na,2021,Hindi,0.5,"T-Series Super Cassettes Industries Ltd., Amin Hajee Film Company",02-04-2021,"Thriller, Suspense",Amin Hajee,141,0pv3jn1P4Gc,"Koi Jaane Na: Tu Mane Ya Na Mane Rabb Manneya (Full Song) Lakhwinder W,Neeti M | Rochak K, Manoj M",T-Series,2021-04-11,89390427,693113,7856,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Hindutva,2022,Hindi,0.4,Jaikara Films,07-10-2022,"Drama, Social",Karan Razdan,135,wGzWA9VTA-8,"Hindutva Chapter One-Main Hindu Hoon | Official Trailer | Aashiesh, Sonarika | Karan Razdan| 7th Oct",Zee Music Company,2022-09-22,9818257,498154,58170,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Nil Battey Sannata,2016,Hindi,0.32,"Eros International, Jar Pictures, Colour Yellow Production",22-04-2016,"Comedy, Drama",Ashwiny Iyer Tiwari,100,m74Iu1MDLZs,"Nil Battey Sannata (HD) Comedy Movie | Swara Bhaskar, Ratna Pathak, Pankaj Tripathi, Riya Shukla",Mzaalo Showtime,2023-07-21,8054643,107240,3147,0,,,1.8858333333333333,0.0,8.663776988636364,15.630749131525878
Vedaa,2024,Hindi,6.75,"Emmay Entertainment Pvt. Ltd, Zee Studios, JA Entertainment Pvt. Ltd.",15-08-2024,"Action, Drama",Nikkhil Advani,150,VTw0wVvEmPw,"Zaroorat Se Zyada - Vedaa | John Abraham & Tamannaah | Arijit Singh, Amaal Mallik, Kunaal Vermaa",Zee Music Company,2024-08-10,25735296,248343,9075,50,0.6276,0.83555,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Mili,2022,Hindi,88.883,"Bayview Projects,Zee Studios",04-11-2022,"Musical, Romance",Hrishikesh Mukherjee,88,F9rnpoAwNsE,Mili Trailer | Janhvi K | Sunny K | Manoj P | M Xavier | Boney K | In Cinemas 4th Nov,Zee Studios,2022-10-15,22437073,175407,7084,0,,,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Yodha,2024,Hindi,4.25,"Dharma Productions, Mentor Disciple Entertainment",15-03-2024,Action,Rahul Rawail,131,3AuB8RTfBJc,YODHA - OFFICIAL TRAILER | Sidharth Malhotra | Raashii Khanna | Disha Patani | Sagar & Pushkar,Dharma Productions,2024-02-29,39109709,306762,16778,50,0.2581,0.3612,9.3215,42.23639277527201,8.663776988636364,15.630749131525878
All India Rank,2024,Hindi,0.35,Matchbox Shots,23-02-2024,"Comedy, Drama",Varun Grover,101,GonUEgdpUIc,All India Rank Movie REVIEW | Deeksha Sharma,Filmi Indian,2024-02-25,297650,10494,242,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Kaamyaab,2020,Hindi,0.35,"Red Chillies Entertainment, Drishyam Films",06-03-2020,"Comedy, Drama",Hardik Mehta,109,8KwQkxW1bVc,Har Kisse Ke Hisse Kaamyaab | Official Trailer | Sanjay Mishra | Deepak Dobriyal | Hardik Mehta,Red Chillies Entertainment,2020-02-18,8083169,154120,3705,50,0.4988,0.6429,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Aasma,2025,Hindi,0.15,"Last Monk Media, Uberoi Line Productions, Plexus Films, Navnidhi Productions",10-02-2025,"Action, Crime, Drama, Thriller",Sudipto Sen,105,gWz_HMuqDIE,"The Ba***ds Of Bollywood | Preview | Bobby Deol, Lakshya, Raghav, Sahher | Netflix India",Netflix India,2025-08-20,42311154,193860,8183,50,0.293,0.432,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Ek Kori Prem Katha,2024,Hindi,0.04,"Kenilworth Film Productions, Sughand Films",05-04-2024,"Romance, Drama",Chinmay Purohit,129,kApesOVPAJs,"Ek Kori Prem Katha - Official Trailer | Khanak Budhiraja, Akshay Oberoi, Raj Babbar, Poonam Dhillon",Zee Music Company,2024-03-21,4567202,8113,870,50,0.3293,0.3397,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Raaz Reboot,2016,Hindi,6.3,"Vishesh Films, T-Series Super Cassettes Industries Ltd.",16-09-2016,Horror,Vikram Bhatt,127,V496LGfxr38,"RAAZ REBOOT: Official Trailer | Emraan Hashmi, Kriti Kharbanda, Gaurav Arora",T-Series,2016-08-16,15037863,61193,531,50,0.4922,0.6369,8.906391304347826,39.87847455489328,2.35,0.9640326764489524
Maalik,2025,Hindi,4.02,Sunny Art Productions,11-07-2025,Drama,S M Yusuf,152,sq2MVbuHs-M,"Raaj Karega Maalik | Maalik | Rajkummar Rao, Manushi Chhillar |SachinÃ¢ÂÂJigar|Akasa, MC SQUARE|Amitabh",Tips Official,2025-07-04,25979599,102254,3028,50,0.3437,0.6369,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Gumraah,2023,Hindi,1.5,Dharma Productions,07-04-2023,"Drama, Action","Himanshu Brahmbhatt, Mahesh Bhatt, Gurudev Bhalla, Vijay Kumar",130,E7APBBJG34E,"Gumraah (Official Trailer) Aditya Roy Kapur, Mrunal Thakur | Vardhan Ketkar | Murad K, Bhushan Kumar",T-Series,2023-03-23,15222658,115109,4547,50,0.4471,0.66905,9.3215,42.23639277527201,8.663776988636364,15.630749131525878
Raksha Bandhan,2022,Hindi,0.1,"Cape Of Good Films, Colour Yellow Productions, Zee Studios",11-08-2022,"Comedy, Drama, Family",Shantilal Soni,110,ye3faphq3MU,Raksha Bandhan - Official Trailer - Akshay Kumar - Bhumi Pednekar - Zee Studios,Zee Studios,2022-06-21,64595274,530220,28307,50,0.6266,0.7263,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Brij Mohan Amar Rahe!,2017,Hindi,99.993,Yoodlee Films,13-12-2017,"Social, Drama",Nikhil Bhatt,99,yG1XGjC2oHg,Brij Mohan Amar Rahe | Official Trailer | Netflix,Yoodlee Films,2018-07-25,696083,2996,89,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
The Bhootnii,2025,Hindi,0.65,Salman Khan Films,01-05-2025,Action,Salman Khan,0,L8Wfzxch7Xo,"The Bhootnii (Official Trailer) | Sanjay D, Mouni R, Sunny S, Palak | Sidhaant S | Deepak M |1st May",Soham Rockstar Entertainment,2025-03-29,15086068,292435,57570,0,,,14.193125,69.90840608326965,8.663776988636364,15.630749131525878
Accident or Conspiracy: Godhra,2024,Hindi,0.5,"Om Trinetra Films, Artverse Studios",19-07-2024,"Crime, Drama",M.K. Shivaaksh,156,6o-63y4bn7w,Accident Or Conspiracy GODHRA | Official Teaser | M.K. Shivaaksh | B.J. Purohit | Godhra Movie,Artverse Studios,2024-02-02,1164612,26067,1407,50,0.2091,0.0129,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Coolie No. 1,2020,Hindi,0.74,Pooja Entertainment India Ltd.,25-12-2020,"Comedy, Romance","David Dhawan, K Raghavendra Rao",135,XaZ7jAPdecc,"Coolie No. 1 - Official Trailer | Varun Dhawan, Sara Ali Khan | David Dhawan | Amazon Prime Video",Prime Video India,2020-11-28,73091477,0,194806,50,0.478,0.67915,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Ok Jaanu,2017,Hindi,4.08,"Dharma Productions, Fox Star Studios, Madras Talkies",13-01-2017,"Romance, Drama",Shaad Ali,137,1tVL11ULjYY,"The Humma Song Ã¢ÂÂ OK Jaanu | Shraddha Kapoor | Aditya Roy Kapur | @ARRahman, Badshah, Tanishk",Sony Music India,2016-12-15,393933968,1778854,44055,50,0.4069,0.51305,9.3215,42.23639277527201,8.663776988636364,15.630749131525878
Newton,2017,Hindi,0.96,Drishyam Films,22-09-2017,"Drama, Social",Amit Masurkar,106,N5PYg071IZQ,NEWTON (Trailer),FilmbÃÂ¼ro Baden-WÃÂ¼rttemberg,2017-06-30,116484,274,6,1,0.4215,0.4215,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Mrs. Chatterjee Vs Norway,2023,Hindi,1.27,"Emmay Entertainment Pvt. Ltd, Zee Studios",17-03-2023,"Biographical, Drama",Ashima Chibber,135,#NAME?,Real 'Mrs. Chatterjee' Sagarika's Emotional Response | MCVN | Rani Mukerji | In Cinemas 17th March,Zee Studios,2023-03-14,263912,3288,134,8,0.2086,0.148,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Lovefucked,2018,Hindi,105.1053,Humara Medialabs,13-10-2018,"Romance, Drama",Aadish Keluskar,105,6gj62SUhhVU,"Jaoon Kahan Bata Ae Dil   Official Trailer   Aadish Keluskar   India Gold, Mumbai Film Festival 2018",Khushboo Upadhyay ,2018-10-05,129298,696,91,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Khuda Haafiz Chapter 2: Agni Pariksha,2022,Hindi,1.31,"Panorama Studios, Zee Studios, Action Hero Films",08-07-2022,"Drama, Action, Romance",Faruk Kabir,146,q67l_GOUzGc,Khuda Haafiz I Official Trailer I Disney+ Hotstar Multiplex I Streaming from 14th August 2020,DisneyPlus Hotstar_IN,2020-07-27,41320601,252848,5695,50,0.5523,0.7303,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Love in Vietnam,2025,Hindi,0.06,"Blue Lotus Pictures, Zee Studios, Tariq Khan Production, Rahhat Shah Kazmi Films, Zebaish Entertainment, Mango Tree Entertainment",12-09-2025,"Romance, Drama",Rahhat Shah Kazmi,132,de2W1mVJMuM,Love in Vietnam Official Trailer| Shantanu M| Avneet K| Kha Ngan| Rahhat K| In Cinemas 12 Sept,Zee Studios,2025-08-25,16951835,57220,2792,50,0.6984,0.81185,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Indoo Ki Jawani,2020,Hindi,0.22,"T-Series Super Cassettes Industries Ltd., Emmay Entertainment Pvt. Ltd, Electric Apples Entertainment",11-12-2020,"Comedy, Romance",Abir Sengupta,118,7q0zZq6yVtQ,Kiara Advani Learns How To Chat On Dating Apps | Mallika Dua | Indoo Ki Jawani | Netflix India,Netflix India,2021-03-02,2419622,25572,437,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Sarkar 3,2017,Hindi,2.1,"Alumbra Entertainment, Eros Entertainment, Waves Cinemas, A B Corp",12-05-2017,Drama,Ram Gopal Varma,132,li93_Fu-xBc,"Sarkar 3 - Best Dialogue Scenes | Amitabh Bachchan, Jackie, Amit Sadh, Yami Gautam & Manoj",Eros Now Music,2021-05-12,2613367,16884,226,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
7 Hours to Go,2016,Hindi,0.45,Krian Pictures,24-06-2016,"Action, Suspense, Thriller",Saurabh Varma,114,ZmkoRZNlzQo,7 HOURS TO GO : OFFICIAL TRAILER,Krian Pictures,2016-05-25,1845178,2884,85,30,0.3104,0.43095,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Junction Varanasi,2019,Hindi,0.01,Aryan Entertainment World,18-10-2019,Drama,Dheeraj Pandit,143,eRQYUrSdJt4,"""Junction Varanasi- Ek Amar Prem Katha"" || New Official Trailer HD || Official Trailers",Official,2019-10-15,3703,21,0,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Baaghi 3,2020,Hindi,11.94,"Utv Motion Pictures, Nadiadwala Grandson Entertainment",29-04-2016,"Action, Romance",Sabbir Khan,139,lgQ7U9xpbFY,Making Of Baaghi 3 Trailer | Tiger Shroff |Shraddha|Riteish| Sajid Nadiadwala | Ahmed Khan | 6 March,Star Studios,2020-02-14,9127281,101202,3183,0,,,13.258666666666667,64.60045577187063,8.663776988636364,15.630749131525878
Ajab Singh ki Gazab Kahani,2017,Hindi,0.04,Shree Triveni Films International,12-05-2017,Drama,Rishi Prakash Mishra,115,uDryVgPSH9Y,Ajab singh Ki gazab kahani Movie Trailer,Rpmotion Films,2017-02-08,1019,14,1,1,0.4215,0.4215,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
"Monica, O My Darling",2022,Hindi,129.1293,Matchbox Shots,11-11-2022,"Crime, Comedy, Drama, Mystery",Vasan Bala,129,2qCpY38ompo,Monica - Lyric Video| COOLIE | Superstar Rajinikanth | Sun Pictures | Lokesh | Anirudh | Pooja Hegde,Sun TV,2025-07-11,201670399,1139920,28138,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Ek Villain Returns,2022,Hindi,7.05,"T-Series Super Cassettes Industries Ltd., Balaji Telefilms Ltd",29-07-2022,"Action, Thriller",Mohit Suri,128,ruO0VrqOkdE,Ek Villain - New Official Trailer,balajimotionpictures,2014-05-27,10403195,96709,3820,50,0.4086,0.6413,8.906391304347826,39.87847455489328,13.106666666666664,25.951449920631845
Sab Kushal Mangal,2020,Hindi,0.15,One Up Entertainment,03-01-2020,"Drama, Action, Comedy, Crime",Karan Kashyap,134,oRgokaRy1hQ,Sab Kushal Mangal Movie Trailer | Akshaye Khanna | Priyaank Sharma,Trailers & MovieClips,2019-12-17,40,4,0,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Zara Hatke Zara Bachke,2023,Hindi,5.49,"Maddock Films, Jio Studios",02-06-2023,"Romance, Comedy",Laxman Utekar,132,X7WXHhokylc,"Tere Vaaste | Zara Hatke Zara Bachke | Vicky Kaushal, Sara Ali Khan, Varun J, Sachin-Jigar,Amitabh B",Saregama Music,2023-05-22,418895693,2697333,29256,0,,,14.695833333333335,72.76391152345468,14.833333333333334,29.962445313407414
