Title,Year,Language,Day1_collection_cr,Production Company,Genre,Director,Runtime (min),trailer_title,channel_name,video_id,viewCount,likeCount,commentCount,comments_collected,avg_sentiment,median_sentiment,Production_House_Score_Raw,Production_House_Score,Director_Score_Raw,Director_Score,Genre_Drama,Genre_Comedy,Genre_Action,Genre_Thriller,Genre_Romance,Genre_Crime,Genre_Other,Release_Year,Release_Month,Release_Day_of_Week,Promotion_Duration_Days
Singham Again,2024,Hindi,43.7,"Jio Studios, Rohit Shetty Productions","Action, Drama",Rohit Shetty,144,MD7v0-igVIM,Singham Again | Official Trailer | A Rohit Shetty Cop Universe | In Cinemas 1st Nov,JioStudios,64503444,1171401,95957,0,,,14.695833333333335,72.76391152345468,33.376666666666665,73.03805799682529,1,0,1,0,0,0,0,2024,11,4,25
Sunny Sanskari Ki Tulsi Kumari,2025,Hindi,10.11,"Dharma Productions, Mentor Disciple Film","Romance, Comedy",Shashank Khaitan,136,nYLkyW2dDXU,"Bijuria | Sunny Sanskari Ki Tulsi Kumari | Varun, Janhvi,Sanya, Rohit | Sonu, Tanishk, Ravi, Asees",Sony Music India,62896708,614918,52870,0,,,9.3215,42.23639277527201,10.356666666666667,19.563281582717106,0,1,0,0,1,0,0,2025,10,3,29
Deva,2025,Hindi,5.78,"Zee Studios, Roy Kapur Films","Action, Thriller",Rosshan Andrrews,156,mNuhKUOD_A0,Deva Deva - Extended Film Version|BrahmÃÂstra|Amitabh B|Ranbir |@aliabhatt|@pritam7415 |Arijit|Jonita,Sony Music India,196971639,1136111,21869,50,0.592,0.78735,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,0,0,1,1,0,0,0,2025,1,4,812
Uri: The Surgical Strike,2019,Hindi,138.1383,RSVP Movies,"Action, Drama, War",Aditya Dhar,138,Cg8sbRFS3zU,"URI | Official Trailer | Vicky Kaushal, Yami Gautam, Paresh Rawal | Aditya Dhar | 11th Jan 2019",RSVP Movies,30841102,599224,57209,50,0.4695,0.5391,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,1,0,0,0,1,2019,8,4,240
Gang of Littles,2016,Hindi,0.0005,PNA Entertainment,Drama,Vijay Kumar Mishra,110,_r8ghglQbJ8,"Ã¢ÂÂGang Of Littles"" Official Trailer Releasing 16th Dec 2016",PNA Entertainment,254874,119,0,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2016,12,4,22
Teri Baaton Mein Aisa Uljha Jiya,2024,Hindi,7.02,"Maddock Films, Jio Studios","Romance, Drama","Amit Joshi, Aradhana Sah",143,sQAnGAFIuEY,"Teri Baaton Mein Aisa Uljha Jiya - 8K - Title Track | Shahid Kapoor,Kriti Sanon,Raghav,Tanishk,Asees",T-Series,14222729,23814,436,0,,,14.695833333333335,72.76391152345468,8.663776988636364,15.630749131525878,1,0,0,0,1,0,0,2024,2,4,0
Khichdi 2: Mission Paanthukistan,2023,Hindi,1.1,Hats Off Productions,"Comedy, Family",Aatish Kapadia,122,6zdqKKh8K_4,"Khichdi 2 Official Teaser | Supriya, Rajeev, Anang, Vandana, JD, Kirti | In Cinemas 17th November",Zee Studios,1349823,28144,929,50,0.7141,0.8246,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,1,0,0,0,0,1,2023,11,4,48
Bade Miyan Chote Miyan,2024,Hindi,16.07,"Pooja Entertainment India Ltd., AAZ Films","Action, Thriller",Ali Abbas Zafar,164,dbkBLTaHA1U,Bade Miyan Chote Miyan - Title Track | Bade To Bade Miyan Chote Miyan Subhanallah,Tips Official,82045058,334338,8669,50,0.4479,0.5931,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,1,1,0,0,0,2024,4,3,4916
Stree 2,2024,Hindi,46.0,"Maddock Films, Jio Studios","Horror, Comedy",V Shantaram,143,Mod_oXpftJA,"Thamma Official Trailer | Ayushmann, Rashmika, Paresh, Nawazuddin | In Cinemas This Diwali- 21st Oct",Maddock Films,92670048,683996,43962,0,,,14.695833333333335,72.76391152345468,8.663776988636364,15.630749131525878,0,1,0,0,0,0,1,2024,8,3,0
Madgaon Express,2024,Hindi,1.63,Excel Entertainment,"Comedy, Drama",Kunal Kemmu,144,B7VP47oCZfE,Madgaon Express | Official Trailer | Divyenndu | Pratik Gandhi | Avinash Tiwary | Nora Fatehi,Excel Movies,37323429,199227,5371,50,0.5915,0.7992,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,1,0,0,0,0,0,2024,3,4,17
Samrat Prithviraj,2022,Hindi,10.7,Yash Raj Films,"Historical, Patriotic",Dr. Chandraprakash Dwivedi,133,P3Lq_iFeYF0,Khalifa Glimpse -The Bloodline | Prithviraj Sukumaran | Vysakh | Jinu V Abhraham,Sony Music Malayalam,6205727,87003,4833,0,,,19.490714285714287,100.0,8.663776988636364,15.630749131525878,0,0,0,0,0,0,1,2022,6,4,0
Karwaan,2018,Hindi,1.6,"Ishka Films, RSVP",Drama,Akarsh Khurana,120,WKb16IKWCUw,Karwaan | Official Trailer | Irrfan Khan | Dulquer Salmaan,Wonderlik Studios,110160,645,22,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2018,8,4,0
Murderbaad,2025,Hindi,0.05,"Reliance Entertainment, Acjee Entertainment","Crime, Drama",Arnab Chatterjee,153,P0sXly2DL-o,Murderbaad - Trailer | Nakul S | Kanikka K | Sharib H | Saloni B |Manish C |Arnab C | 18th July 2025,RelianceEntertainment,3562106,19972,1927,14,0.314,0.39135,9.027692307692307,40.567493717661755,8.663776988636364,15.630749131525878,1,0,0,0,0,1,0,2025,7,4,11
Shaitaan,2024,Hindi,15.21,"Ajay Devgn FFilms, Panorama Studios, Jio Studios","Thriller, Horror",Vikas Bahl,132,upDhKSx7P7E,"Shaitaan Trailer | Ajay Devgn, R Madhavan, Jyotika | Jio Studios, Devgn Films, Panorama Studios",JioStudios,42654493,372556,19769,50,0.5105,0.71365,14.695833333333335,72.76391152345468,9.746666666666668,18.14626969685238,0,0,0,1,0,0,1,2024,3,4,15
Ginny Weds Sunny,2020,Hindi,125.1253,Soundrya Productions,"Comedy, Romance",Puneet Khanna,125,WTJW2Ol1c0g,"Ginny Weds Sunny | Official Trailer | Vikrant Massey, Yami Gautam & Ayesha Raza | Netflix India",Netflix India,8878356,210902,7627,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,1,0,0,1,0,0,2020,10,4,14
Transistor,2021,Hindi,10.43,ArrÃÂÃÂ© Studio,Romance,Prem Singh,25,44MTFi4Mv9k,Transistor | Ahsaas Channa & Mohammad Samad | Watch for FREE on Amazon miniTV on Amazon Shopping App,Amazon MX Player,2460874,589,39,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,0,0,1,0,0,2021,7,4,0
Aap Jaisa Koi,2025,Hindi,0.92,Dharma Productions,"Romance, Comedy",Vivek Soni,115,Ovu5FepCzcc,"Aap Jaisa Koi (Film Version) An Action Hero |Ayushmann Khurrana Malaika |Tanishk, Zahrah S K, Yash N",T-Series,55460571,158664,3078,50,0.5415,0.6634,9.3215,42.23639277527201,8.663776988636364,15.630749131525878,0,1,0,0,1,0,0,2025,7,4,943
Stree,2018,Hindi,6.82,Radio Sound Pictures,"Horror, Comedy",Saki,128,KVnheXywIbY,Stree 2 | Official Trailer | Shraddha K | Rajkummar R | Pankaj T | Dinesh V | Amar K | 15th Aug 2024,Maddock Films,70397104,668788,22560,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,1,0,0,0,0,1,2018,8,4,0
Raees,2017,Hindi,143.1433,Ballet Pictures,"Thriller, Action, Crime",Qaisar Sabhai,143,J7_1MU3gDk0,Shah Rukh Khan In & As Raees | Trailer | Releasing 25 Jan,Red Chillies Entertainment,77269966,624844,53102,50,0.3573,0.47295,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,1,1,0,1,0,2017,1,2,49
Dange,2024,Hindi,0.15,"T-Series Super Cassettes Industries Ltd., Getaway Pictures, Roox Media","Action, Drama",Bejoy Nambiar,150,obBcRhl57Zg,"Danger - Param Sundari | Sidharth M, Janhvi K | Sachin-Jigar, Vishal Dadlani, Parvati M, Amitabh B",Universal Music India,31552798,134358,4738,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878,1,0,1,0,0,0,0,2024,3,4,0
Ek Chatur Naar,2025,Hindi,0.5,Drama Company,Thriller,Sumit Roy King,134,lGfTQ-YFjIE,Ek Chatur Naar Badi Hoshiyaar - Kishore Kumar & Manna Dey's Superhit Song - R D Burman Songs,Bollywood Classics,135531271,892348,23721,50,0.5665,0.66745,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,0,1,0,0,0,2025,9,4,4348
Satyaprem Ki Katha,2023,Hindi,9.25,"Nadiadwala Grandson Entertainment, Namah Pictures","Romance, Comedy",Sameer Vidwans,146,My8lCL4lDlw,Kiara Advani and Kartik Aaryan's HEARTBREAKING ARGUMENT Ã°ÂÂÂ | Satyaprem Ki Katha | #primevideoindia,Prime Video India,286641,7675,22,0,,,13.258666666666667,64.60045577187063,8.663776988636364,15.630749131525878,0,1,0,0,1,0,0,2023,6,3,0
Demons,2022,Hindi,10.43,Humara Movie,Drama,Rohit Mittal,96,CozF0qGDlL4,"Demon - Official Trailer | Sachin, Aparnathi | Ramesh Pazhaniivel | R.Somasundaram | Ronnie Raphael",Tips Tamil,819886,13791,83,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2022,5,5,0
14 Phere,2021,Hindi,112.1123,Zee Studios,"Romance, Comedy",Devanshu Singh,112,N7leKlYUVqQ,14 Phere | Official Trailer | A ZEE5 Original Film | Watch Now on ZEE5,ZEE5,23957141,140940,2734,50,0.549,0.62465,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,0,1,0,0,1,0,0,2021,7,4,11
Crew,2024,Hindi,10.28,"Balaji Motion Pictures, Anil Kapoor Films Company","Comedy, Drama",Rajesh Krishnan,123,P-qozw4K87s,"Crew | Teaser | Tabu, Kareena Kapoor Khan, Kriti Sanon, Diljit Dosanjh, Kapil Sharma | March 29",balajimotionpictures,20702603,195819,9508,50,0.7371,0.86835,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,1,0,0,0,0,0,2024,3,4,34
Sui Dhaaga - Made in India,2018,Hindi,8.3,Yash Raj Films,"Comedy, Drama, Family",Sharat Katariya,150,gXH0YXhq0tA,Sui Dhaaga - Made in India | Official Trailer | Varun Dhawan | Anushka Sharma | Releasing 28th Sept,Bekaar Studios,36,0,0,0,,,19.490714285714287,100.0,8.663776988636364,15.630749131525878,1,1,0,0,0,0,1,2018,9,4,119
Attack,2022,Hindi,3.51,"JA Entertainment, Pen Studios, Ajay Kapoor Productions","Action, Science Fiction, Thriller",Lakshya Raj Anand,123,r0-8FqkBaSU,"Agent Ching Attacks | Official Trailer | Atlee & Ranveer Singh | Sreeleela, Bobby Deol  Ã°ÂÂÂ¥Ã°ÂÂÂ¥Ã°ÂÂÂ¥",Ching's Secret,114286671,471602,12630,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,1,1,0,0,1,2022,4,4,0
Trapped,2017,Hindi,0.26,Indian Art Prod,"Social, Thriller",M Bhavnani,105,hJiPAJKjUVg,Trap | Official Trailer,Warner Bros.,28315996,129394,9277,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,0,1,0,0,1,2017,3,4,0
Dear Maya,2017,Hindi,0.13,"Waves Cinemas, Bake My Cake Film Production",Drama,Sunaina Bhatnagar,131,1QtvC6jlRO8,Dear Maya | Official Trailer | Manisha Koirala | Releases on 2nd June,Solo Turtle,7815931,66564,1895,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2017,6,4,29
JugJugg Jeeyo,2022,Hindi,9.28,"Dharma Productions, Viacom 18 Motion Pictures","Comedy, Family",Raj Mehta,148,z6ZedPiTEv0,JUGJUGG JEEYO - OFFICAL TRAILER | Varun Dhawan Kiara Advani Anil Kapoor Neetu Kapoor | Raj Mehta,Viacom18 Studios,10685449,186808,8584,50,0.325,0.4588,9.3215,42.23639277527201,8.663776988636364,15.630749131525878,0,1,0,0,0,0,1,2022,6,4,33
Chakki,2022,Hindi,0.02,"Natraj, Milcent, Haystar, and Mycrofine","Comedy, Drama",Satish Munda,138,BDSa0JhIUMI,CHUCKY Trailer (2021),ONE Media,3915500,59983,3366,50,0.1781,0.27115,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,1,0,0,0,0,0,2022,10,4,439
Chandu Champion,2024,Hindi,4.25,"Nadiadwala Grandson Entertainment, Kabir Khan Films","Biographical, Sports",Kabir Khan,143,IHQQK_Wn5DM,Chandu Champion | Official Trailer | Kartik Aaryan | Sajid Nadiadwala | Kabir Khan | 14th June 2024,NadiadwalaGrandson,47862564,459769,12548,50,0.4873,0.6652,13.258666666666667,64.60045577187063,12.68,24.960315923961442,0,0,0,0,0,0,1,2024,6,4,27
Band of Maharajas,2024,Hindi,4.7,Clapstem Entertainment,"Drama, Music",Girish Malik,124,Otcr-vRuaQs,"Maharaja | Official Trailer | Vijay Sethupathi, Anurag Kashyap, Mamta Mohandas",Netflix India,3749294,26954,1414,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2024,12,4,151
Gyanvapi Files: A Tailor's Murder Story,2025,Hindi,0.3,"Altair Media, Jani Firefox Films, Luciole Production","Crime, Drama",Bharat S Shrinate,123,77FARbgHDg4,UDAIPUR FILES KANHAIYA LAL MURDER TRAILER | AMIT JANI | BHARAT S. SHRINATE,Jani Firefox Films,5271564,57550,8809,50,0.4226,0.42425,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,1,0,2025,7,4,18
Josef - Born in Grace,2019,Hindi,0.01,UA Kathachitra,Drama,Susant Misra,100,9SBuEA30ErI,JOSEF - BORN IN GRACE | Victor Banerjee | Subrat Dutta | Director Susant Misra | December 9 Release!,UA Kathachitra,14066,144,3,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2019,1,4,0
Koi Jaane Na,2021,Hindi,0.5,"T-Series Super Cassettes Industries Ltd., Amin Hajee Film Company","Thriller, Suspense",Amin Hajee,141,0pv3jn1P4Gc,"Koi Jaane Na: Tu Mane Ya Na Mane Rabb Manneya (Full Song) Lakhwinder W,Neeti M | Rochak K, Manoj M",T-Series,89390427,693113,7856,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878,0,0,0,1,0,0,1,2021,4,4,0
Hindutva,2022,Hindi,0.4,Jaikara Films,"Drama, Social",Karan Razdan,135,wGzWA9VTA-8,"Hindutva Chapter One-Main Hindu Hoon | Official Trailer | Aashiesh, Sonarika | Karan Razdan| 7th Oct",Zee Music Company,9818257,498154,58170,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2022,10,4,15
Nil Battey Sannata,2016,Hindi,0.32,"Eros International, Jar Pictures, Colour Yellow Production","Comedy, Drama",Ashwiny Iyer Tiwari,100,m74Iu1MDLZs,"Nil Battey Sannata (HD) Comedy Movie | Swara Bhaskar, Ratna Pathak, Pankaj Tripathi, Riya Shukla",Mzaalo Showtime,8054643,107240,3147,0,,,1.8858333333333333,0.0,8.663776988636364,15.630749131525878,1,1,0,0,0,0,0,2016,4,4,0
Vedaa,2024,Hindi,6.75,"Emmay Entertainment Pvt. Ltd, Zee Studios, JA Entertainment Pvt. Ltd.","Action, Drama",Nikkhil Advani,150,VTw0wVvEmPw,"Zaroorat Se Zyada - Vedaa | John Abraham & Tamannaah | Arijit Singh, Amaal Mallik, Kunaal Vermaa",Zee Music Company,25735296,248343,9075,50,0.6276,0.83555,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,1,0,1,0,0,0,0,2024,8,3,5
Mili,2022,Hindi,88.883,"Bayview Projects,Zee Studios","Musical, Romance",Hrishikesh Mukherjee,88,F9rnpoAwNsE,Mili Trailer | Janhvi K | Sunny K | Manoj P | M Xavier | Boney K | In Cinemas 4th Nov,Zee Studios,22437073,175407,7084,0,,,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,0,0,0,0,1,0,1,2022,11,4,20
Yodha,2024,Hindi,4.25,"Dharma Productions, Mentor Disciple Entertainment",Action,Rahul Rawail,131,3AuB8RTfBJc,YODHA - OFFICIAL TRAILER | Sidharth Malhotra | Raashii Khanna | Disha Patani | Sagar & Pushkar,Dharma Productions,39109709,306762,16778,50,0.2581,0.3612,9.3215,42.23639277527201,8.663776988636364,15.630749131525878,0,0,1,0,0,0,0,2024,3,4,15
All India Rank,2024,Hindi,0.35,Matchbox Shots,"Comedy, Drama",Varun Grover,101,GonUEgdpUIc,All India Rank Movie REVIEW | Deeksha Sharma,Filmi Indian,297650,10494,242,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,1,0,0,0,0,0,2024,2,4,0
Kaamyaab,2020,Hindi,0.35,"Red Chillies Entertainment, Drishyam Films","Comedy, Drama",Hardik Mehta,109,8KwQkxW1bVc,Har Kisse Ke Hisse Kaamyaab | Official Trailer | Sanjay Mishra | Deepak Dobriyal | Hardik Mehta,Red Chillies Entertainment,8083169,154120,3705,50,0.4988,0.6429,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,1,0,0,0,0,0,2020,3,4,17
Aasma,2025,Hindi,0.15,"Last Monk Media, Uberoi Line Productions, Plexus Films, Navnidhi Productions","Action, Crime, Drama, Thriller",Sudipto Sen,105,gWz_HMuqDIE,"The Ba***ds Of Bollywood | Preview | Bobby Deol, Lakshya, Raghav, Sahher | Netflix India",Netflix India,42311154,193860,8183,50,0.293,0.432,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,1,1,0,1,0,2025,2,0,0
Ek Kori Prem Katha,2024,Hindi,0.04,"Kenilworth Film Productions, Sughand Films","Romance, Drama",Chinmay Purohit,129,kApesOVPAJs,"Ek Kori Prem Katha - Official Trailer | Khanak Budhiraja, Akshay Oberoi, Raj Babbar, Poonam Dhillon",Zee Music Company,4567202,8113,870,50,0.3293,0.3397,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,1,0,0,2024,4,4,15
Raaz Reboot,2016,Hindi,6.3,"Vishesh Films, T-Series Super Cassettes Industries Ltd.",Horror,Vikram Bhatt,127,V496LGfxr38,"RAAZ REBOOT: Official Trailer | Emraan Hashmi, Kriti Kharbanda, Gaurav Arora",T-Series,15037863,61193,531,50,0.4922,0.6369,8.906391304347826,39.87847455489328,2.35,0.9640326764489524,0,0,0,0,0,0,1,2016,9,4,31
Maalik,2025,Hindi,4.02,Sunny Art Productions,Drama,S M Yusuf,152,sq2MVbuHs-M,"Raaj Karega Maalik | Maalik | Rajkummar Rao, Manushi Chhillar |SachinÃ¢ÂÂJigar|Akasa, MC SQUARE|Amitabh",Tips Official,25979599,102254,3028,50,0.3437,0.6369,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2025,7,4,7
Gumraah,2023,Hindi,1.5,Dharma Productions,"Drama, Action","Himanshu Brahmbhatt, Mahesh Bhatt, Gurudev Bhalla, Vijay Kumar",130,E7APBBJG34E,"Gumraah (Official Trailer) Aditya Roy Kapur, Mrunal Thakur | Vardhan Ketkar | Murad K, Bhushan Kumar",T-Series,15222658,115109,4547,50,0.4471,0.66905,9.3215,42.23639277527201,8.663776988636364,15.630749131525878,1,0,1,0,0,0,0,2023,4,4,15
Raksha Bandhan,2022,Hindi,0.1,"Cape Of Good Films, Colour Yellow Productions, Zee Studios","Comedy, Drama, Family",Shantilal Soni,110,ye3faphq3MU,Raksha Bandhan - Official Trailer - Akshay Kumar - Bhumi Pednekar - Zee Studios,Zee Studios,64595274,530220,28307,50,0.6266,0.7263,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,1,1,0,0,0,0,1,2022,8,3,51
Brij Mohan Amar Rahe!,2017,Hindi,99.993,Yoodlee Films,"Social, Drama",Nikhil Bhatt,99,yG1XGjC2oHg,Brij Mohan Amar Rahe | Official Trailer | Netflix,Yoodlee Films,696083,2996,89,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2017,12,2,0
The Bhootnii,2025,Hindi,0.65,Salman Khan Films,Action,Salman Khan,0,L8Wfzxch7Xo,"The Bhootnii (Official Trailer) | Sanjay D, Mouni R, Sunny S, Palak | Sidhaant S | Deepak M |1st May",Soham Rockstar Entertainment,15086068,292435,57570,0,,,14.193125,69.90840608326965,8.663776988636364,15.630749131525878,0,0,1,0,0,0,0,2025,5,3,33
Accident or Conspiracy: Godhra,2024,Hindi,0.5,"Om Trinetra Films, Artverse Studios","Crime, Drama",M.K. Shivaaksh,156,6o-63y4bn7w,Accident Or Conspiracy GODHRA | Official Teaser | M.K. Shivaaksh | B.J. Purohit | Godhra Movie,Artverse Studios,1164612,26067,1407,50,0.2091,0.0129,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,1,0,2024,7,4,168
Coolie No. 1,2020,Hindi,0.74,Pooja Entertainment India Ltd.,"Comedy, Romance","David Dhawan, K Raghavendra Rao",135,XaZ7jAPdecc,"Coolie No. 1 - Official Trailer | Varun Dhawan, Sara Ali Khan | David Dhawan | Amazon Prime Video",Prime Video India,73091477,0,194806,50,0.478,0.67915,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,1,0,0,1,0,0,2020,12,4,27
Ok Jaanu,2017,Hindi,4.08,"Dharma Productions, Fox Star Studios, Madras Talkies","Romance, Drama",Shaad Ali,137,1tVL11ULjYY,"The Humma Song Ã¢ÂÂ OK Jaanu | Shraddha Kapoor | Aditya Roy Kapur | @ARRahman, Badshah, Tanishk",Sony Music India,393933968,1778854,44055,50,0.4069,0.51305,9.3215,42.23639277527201,8.663776988636364,15.630749131525878,1,0,0,0,1,0,0,2017,1,4,29
Newton,2017,Hindi,0.96,Drishyam Films,"Drama, Social",Amit Masurkar,106,N5PYg071IZQ,NEWTON (Trailer),FilmbÃÂ¼ro Baden-WÃÂ¼rttemberg,116484,274,6,1,0.4215,0.4215,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2017,9,4,84
Mrs. Chatterjee Vs Norway,2023,Hindi,1.27,"Emmay Entertainment Pvt. Ltd, Zee Studios","Biographical, Drama",Ashima Chibber,135,#NAME?,Real 'Mrs. Chatterjee' Sagarika's Emotional Response | MCVN | Rani Mukerji | In Cinemas 17th March,Zee Studios,263912,3288,134,8,0.2086,0.148,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2023,3,4,3
Lovefucked,2018,Hindi,105.1053,Humara Medialabs,"Romance, Drama",Aadish Keluskar,105,6gj62SUhhVU,"Jaoon Kahan Bata Ae Dil   Official Trailer   Aadish Keluskar   India Gold, Mumbai Film Festival 2018",Khushboo Upadhyay ,129298,696,91,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,1,0,0,2018,10,5,8
Khuda Haafiz Chapter 2: Agni Pariksha,2022,Hindi,1.31,"Panorama Studios, Zee Studios, Action Hero Films","Drama, Action, Romance",Faruk Kabir,146,q67l_GOUzGc,Khuda Haafiz I Official Trailer I Disney+ Hotstar Multiplex I Streaming from 14th August 2020,DisneyPlus Hotstar_IN,41320601,252848,5695,50,0.5523,0.7303,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,1,0,1,0,1,0,0,2022,7,4,711
Love in Vietnam,2025,Hindi,0.06,"Blue Lotus Pictures, Zee Studios, Tariq Khan Production, Rahhat Shah Kazmi Films, Zebaish Entertainment, Mango Tree Entertainment","Romance, Drama",Rahhat Shah Kazmi,132,de2W1mVJMuM,Love in Vietnam Official Trailer| Shantanu M| Avneet K| Kha Ngan| Rahhat K| In Cinemas 12 Sept,Zee Studios,16951835,57220,2792,50,0.6984,0.81185,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,1,0,0,0,1,0,0,2025,9,4,18
Indoo Ki Jawani,2020,Hindi,0.22,"T-Series Super Cassettes Industries Ltd., Emmay Entertainment Pvt. Ltd, Electric Apples Entertainment","Comedy, Romance",Abir Sengupta,118,7q0zZq6yVtQ,Kiara Advani Learns How To Chat On Dating Apps | Mallika Dua | Indoo Ki Jawani | Netflix India,Netflix India,2419622,25572,437,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878,0,1,0,0,1,0,0,2020,12,4,0
Sarkar 3,2017,Hindi,2.1,"Alumbra Entertainment, Eros Entertainment, Waves Cinemas, A B Corp",Drama,Ram Gopal Varma,132,li93_Fu-xBc,"Sarkar 3 - Best Dialogue Scenes | Amitabh Bachchan, Jackie, Amit Sadh, Yami Gautam & Manoj",Eros Now Music,2613367,16884,226,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2017,5,4,0
7 Hours to Go,2016,Hindi,0.45,Krian Pictures,"Action, Suspense, Thriller",Saurabh Varma,114,ZmkoRZNlzQo,7 HOURS TO GO : OFFICIAL TRAILER,Krian Pictures,1845178,2884,85,30,0.3104,0.43095,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,1,1,0,0,1,2016,6,4,30
Junction Varanasi,2019,Hindi,0.01,Aryan Entertainment World,Drama,Dheeraj Pandit,143,eRQYUrSdJt4,"""Junction Varanasi- Ek Amar Prem Katha"" || New Official Trailer HD || Official Trailers",Official,3703,21,0,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2019,10,4,3
Baaghi 3,2020,Hindi,11.94,"Utv Motion Pictures, Nadiadwala Grandson Entertainment","Action, Romance",Sabbir Khan,139,lgQ7U9xpbFY,Making Of Baaghi 3 Trailer | Tiger Shroff |Shraddha|Riteish| Sajid Nadiadwala | Ahmed Khan | 6 March,Star Studios,9127281,101202,3183,0,,,13.258666666666667,64.60045577187063,8.663776988636364,15.630749131525878,0,0,1,0,1,0,0,2016,4,4,0
Ajab Singh ki Gazab Kahani,2017,Hindi,0.04,Shree Triveni Films International,Drama,Rishi Prakash Mishra,115,uDryVgPSH9Y,Ajab singh Ki gazab kahani Movie Trailer,Rpmotion Films,1019,14,1,1,0.4215,0.4215,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2017,5,4,93
"Monica, O My Darling",2022,Hindi,129.1293,Matchbox Shots,"Crime, Comedy, Drama, Mystery",Vasan Bala,129,2qCpY38ompo,Monica - Lyric Video| COOLIE | Superstar Rajinikanth | Sun Pictures | Lokesh | Anirudh | Pooja Hegde,Sun TV,201670399,1139920,28138,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,1,0,0,0,1,1,2022,11,4,0
Ek Villain Returns,2022,Hindi,7.05,"T-Series Super Cassettes Industries Ltd., Balaji Telefilms Ltd","Action, Thriller",Mohit Suri,128,ruO0VrqOkdE,Ek Villain - New Official Trailer,balajimotionpictures,10403195,96709,3820,50,0.4086,0.6413,8.906391304347826,39.87847455489328,13.106666666666664,25.951449920631845,0,0,1,1,0,0,0,2022,7,4,2985
